0,0,0,,,0,111
0,5,0,,,765,798
0,3,1,,,1584,1671
0,5,1,,,1959,2238
0,4,1,,,2436,2727
0,0,1,,,3129,3345
0,5,1,,,3849,4137
0,2,1,,,4557,4731
0,5,1,,,5244,5586
0,4,1,,,5811,6060
0,0,1,,,6474,6705
0,5,1,,,7113,7203
1,5,1,,,0,288
1,0,1,,,561,894
1,5,1,,,1092,1533
1,1,1,,,1791,2373
1,0,1,,,2550,2922
1,5,1,,,3192,3552
1,2,1,,,3714,3837
1,5,1,,,4152,4356
1,4,1,,,4437,5013
1,2,1,,,5139,5238
2,3,1,,,0,75
2,5,1,,,669,783
2,2,1,,,930,1107
2,0,1,,,1308,1443
2,5,1,,,1872,2763
2,2,1,,,3132,3243
2,0,1,,,3519,3621
2,5,1,,,3807,4107
2,4,1,,,4221,4485
2,3,1,,,4626,4722
2,2,1,,,4941,5232
2,1,1,,,5361,5859
2,5,1,,,6243,6372
2,3,1,,,6474,6576
2,2,1,,,6663,6756
2,1,1,,,6834,7071
2,5,1,,,7233,7347
2,4,1,,,7455,7695
2,3,1,,,7818,7905
2,2,1,,,7983,8079
3,3,1,,,0,60
3,1,1,,,483,588
3,5,1,,,726,963
3,4,1,,,1029,1167
3,3,1,,,1263,1350
3,2,1,,,1467,1572
3,1,1,,,1641,1758
3,0,1,,,1821,2073
3,3,1,,,2202,2313
3,2,1,,,2424,2520
3,5,1,,,2712,2859
3,4,1,,,2958,3057
3,3,1,,,3168,3249
3,2,1,,,3324,3972
3,5,1,,,4110,4212
3,4,1,,,4275,4368
3,3,1,,,4605,4710
3,2,1,,,4770,4860
3,1,1,,,4962,5070
3,0,1,,,5193,5286
4,3,1,,,0,69
4,5,1,,,255,549
4,4,1,,,618,741
4,3,1,,,807,900
4,2,1,,,975,1065
4,1,1,,,1131,1740
4,5,1,,,1881,2034
4,4,1,,,2091,2196
4,3,1,,,2265,2391
4,2,1,,,2448,2574
4,0,1,,,2691,2988
4,4,1,,,3171,3267
4,3,1,,,3384,3480
4,2,1,,,3537,3624
4,1,1,,,3684,4056
4,4,1,,,4164,4254
4,5,1,,,4317,4566
4,4,1,,,4629,4713
4,3,1,,,4833,4932
4,2,1,,,4992,5061
5,3,1,,,0,75
5,2,1,,,180,429
5,5,1,,,558,732
5,4,1,,,876,1017
5,5,1,,,1158,1308
5,4,1,,,1497,1641
5,3,1,,,1719,1863
5,2,1,,,1947,2235
5,1,1,,,2346,2502
5,3,1,,,2619,2727
5,5,1,,,2802,3180
5,4,1,,,3267,3348
5,2,1,,,3444,3807
5,3,1,,,3966,4047
5,5,1,,,4125,4257
5,4,1,,,4356,4434
5,2,1,,,4512,4584
5,1,1,,,4656,4821
5,3,1,,,5022,5109
5,2,1,,,5250,5328
5,1,1,,,5499,5589
5,0,1,,,5790,5877
5,2,1,,,5988,6045
5,4,1,,,6120,6219
5,5,1,,,6273,6477
5,4,1,,,6591,6672
5,3,1,,,6732,6807
5,1,1,,,6900,6993
5,0,1,,,7068,7305
5,1,1,,,7437,7506
6,2,1,,,0,90
6,5,1,,,270,540
6,4,1,,,600,780
6,3,1,,,843,957
6,2,1,,,1011,1212
6,1,1,,,1329,1455
6,2,1,,,1575,1683
6,1,1,,,1782,1917
6,0,1,,,2034,2217
6,1,1,,,2286,2409
6,3,1,,,2496,2601
6,2,1,,,2721,2805
6,1,1,,,2874,3003
6,0,1,,,3096,3270
6,1,1,,,3513,3609
6,2,1,,,3681,3810
6,3,1,,,3879,3999
6,5,1,,,4065,4254
6,4,1,,,4344,4488
6,3,1,,,4539,4644
6,2,1,,,4692,4794
6,1,1,,,4845,4977
6,2,1,,,5070,5190
6,1,1,,,5265,5370
6,2,1,,,5475,6084
6,1,1,,,6231,6336
6,0,1,,,6498,6732
6,1,1,,,6801,7029
6,2,1,,,7110,7245
6,3,1,,,7323,7467
7,1,1,,,0,99
7,4,1,,,210,288
7,2,1,,,447,498
7,0,1,,,567,651
7,3,1,,,771,837
7,5,1,,,909,1089
7,4,1,,,1137,1206
7,2,1,,,1281,1386
7,1,1,,,1431,1527
7,0,1,,,1632,1779
7,2,1,,,1872,2040
7,3,1,,,2091,2235
7,2,1,,,2349,2448
7,1,1,,,2499,2625
7,0,1,,,2679,2787
7,1,1,,,2868,3015
7,3,1,,,3090,3189
7,5,1,,,3255,3387
7,4,1,,,3429,3525
7,3,1,,,3579,3654
7,2,1,,,3702,3840
7,1,1,,,3888,4002
7,0,1,,,4050,4200
7,1,1,,,4251,4362
7,3,1,,,4449,4596
7,5,1,,,4665,4797
7,4,1,,,4860,4935
7,3,1,,,5013,5271
7,2,1,,,5319,5403
7,1,1,,,5487,5559
8,3,1,,,0,66
8,2,1,,,135,360
8,1,1,,,417,528
8,2,1,,,603,750
8,3,1,,,810,945
8,5,1,,,1011,1317
8,4,1,,,1365,1470
8,3,1,,,1521,1632
8,2,1,,,1680,1773
8,1,1,,,1821,1935
8,0,1,,,1992,2094
8,1,1,,,2154,2244
8,2,1,,,2307,2400
8,3,1,,,2475,2580
8,4,1,,,2631,2739
8,5,1,,,2793,2922
8,4,1,,,2982,3066
8,3,1,,,3198,3297
8,2,1,,,3366,3474
8,3,1,,,3549,3666
8,5,1,,,3726,3849
8,4,1,,,3897,4044
8,3,1,,,4095,4161
8,2,1,,,4215,4293
8,1,1,,,4398,4533
8,0,1,,,4602,4770
8,1,1,,,4851,4929
8,2,1,,,4980,5052
8,3,1,,,5109,5193
8,4,1,,,5286,5388
9,3,1,,,0,51
9,1,1,,,183,246
9,0,1,,,300,405
9,2,1,,,537,588
9,5,1,,,672,873
9,4,1,,,948,1035
9,5,1,,,1092,1203
9,4,1,,,1287,1347
9,3,1,,,1404,1464
9,2,1,,,1530,1584
9,1,1,,,1635,1695
9,3,1,,,1776,1836
9,5,1,,,1896,1980
9,4,1,,,2154,2214
9,2,1,,,2310,2352
9,1,1,,,2403,2463
9,0,1,,,2535,2646
9,3,1,,,2739,2787
9,5,1,,,2841,2964
9,4,1,,,3012,3075
9,3,1,,,3129,3177
9,2,1,,,3231,3438
9,3,1,,,3510,3570
9,5,1,,,3627,3729
9,4,1,,,3804,3861
9,3,1,,,3909,3951
9,2,1,,,3999,4047
9,4,1,,,4131,4191
9,5,1,,,4239,4500
9,4,1,,,4557,4614
9,3,1,,,4668,5112
9,2,1,,,5256,5304
9,3,1,,,5349,5436
9,4,1,,,5484,5544
9,5,1,,,5592,5781
9,4,1,,,5841,6201
9,2,1,,,6288,6330
9,1,1,,,6456,6522
9,2,1,,,6615,6696
9,3,1,,,6741,7983
10,2,1,,,0,63
10,1,1,,,114,204
10,2,1,,,276,378
10,3,1,,,429,510
10,5,1,,,567,714
10,4,1,,,771,921
10,3,1,,,1020,1107
10,2,1,,,1158,1239
10,1,1,,,1287,1353
10,2,1,,,1428,1515
10,3,1,,,1557,1632
10,4,1,,,1680,1755
10,5,1,,,1803,1902
10,4,1,,,1962,2031
10,3,1,,,2079,2133
10,2,1,,,2190,2265
10,1,1,,,2316,2430
10,2,1,,,2484,2565
10,3,1,,,2619,2706
10,2,1,,,2790,2901
10,1,1,,,2952,3054
10,2,1,,,3117,3240
10,3,1,,,3285,3447
10,2,1,,,3501,3579
10,1,1,,,3624,3711
10,2,1,,,3783,3855
10,3,1,,,3903,3999
10,4,1,,,4056,4131
10,3,1,,,4218,4308
10,2,1,,,4356,4434
10,1,1,,,4533,4629
10,2,1,,,4695,4827
10,3,1,,,4875,4983
10,4,1,,,5031,5139
10,5,1,,,5187,5310
10,4,1,,,5433,5496
10,3,1,,,5544,5652
10,2,1,,,5697,5748
10,1,1,,,5799,5949
10,0,1,,,6033,6567
11,3,1,,,0,63
11,2,1,,,126,201
11,1,1,,,291,402
11,2,1,,,453,516
11,3,1,,,564,744
11,2,1,,,804,942
11,3,1,,,993,1155
11,2,1,,,1203,1341
11,1,1,,,1389,1545
11,2,1,,,1605,1761
11,3,1,,,1812,1935
11,2,1,,,1992,2130
11,1,1,,,2184,2280
11,2,1,,,2385,2556
11,3,1,,,2607,2763
11,4,1,,,2823,2979
11,3,1,,,3027,3198
11,2,1,,,3243,3357
11,3,1,,,3417,3546
11,4,1,,,3597,3711
11,5,1,,,3762,3993
11,4,1,,,4041,4119
11,3,1,,,4164,4311
11,2,1,,,4356,4431
11,1,1,,,4482,4602
11,0,1,,,4695,4848
11,1,1,,,4941,5091
11,2,1,,,5151,5274
11,3,1,,,5319,5463
11,4,1,,,5505,5631
11,5,1,,,5703,5829
11,4,1,,,5880,5973
11,3,1,,,6018,6105
11,2,1,,,6150,6228
11,1,1,,,6279,6396
11,0,1,,,6447,6600
11,1,1,,,6651,6756
11,2,1,,,6819,6915
11,3,1,,,6963,7065
11,4,1,,,7113,7239
12,3,1,,,0,63
12,2,1,,,138,228
12,3,1,,,336,525
12,4,1,,,582,711
12,5,1,,,768,981
12,4,1,,,1029,1107
12,3,1,,,1257,1365
12,4,1,,,1428,1509
12,5,1,,,1554,1677
12,4,1,,,1731,1800
12,3,1,,,1860,1938
12,4,1,,,1995,2070
12,5,1,,,2154,2271
12,4,1,,,2322,2388
12,5,1,,,2448,2544
12,4,1,,,2595,2799
12,3,1,,,2892,2994
12,4,1,,,3066,3138
12,5,1,,,3186,3345
12,4,1,,,3393,3459
12,3,1,,,3528,3618
12,4,1,,,3666,3732
12,5,1,,,3780,3879
12,4,1,,,3945,4014
12,3,1,,,4074,4167
12,4,1,,,4218,4308
12,5,1,,,4359,4488
12,4,1,,,4539,4608
12,3,1,,,4659,4749
12,2,1,,,4875,4962
12,3,1,,,5013,5151
12,2,1,,,5241,5355
